user,friends_over_thirty
843,0
844,0
845,2
846,0
847,0
848,3
849,0
850,0
851,0
852,0
853,7
854,0
855,1
856,0
857,0
858,0
859,0
860,2
861,1
862,2
863,2
864,0
865,1
866,0
867,0
868,4
869,1
870,0
871,1
872,1
873,0
874,1
875,0
876,1
877,0
878,3
879,0
880,1
881,1
882,0
883,0
884,1
885,0
886,0
887,2
888,1
889,0
890,0
891,1
892,0
893,2
894,2
895,0
896,2
897,0
898,0
899,0
900,0
901,0
902,0
903,1
904,1
905,0
906,2
907,1
908,0
909,1
910,0
911,0
912,0
913,0
914,0
915,0
916,2
917,0
918,4
919,0
920,0
921,2
922,1
923,1
924,0
925,1
926,0
927,0
928,0
929,1
930,0
931,1
932,0
933,2
934,2
935,0
936,0
937,0
938,2
939,0
940,0
941,0
942,0
943,0
944,1
945,0
946,0
947,0
948,3
949,0
950,4
951,0
952,1
953,0
954,1
955,1
956,1
957,3
958,0
959,0
960,0
961,0
962,0
963,1
964,0
965,1
966,2
967,1
968,7
969,1
970,0
971,0
972,0
973,3
974,1
975,1
976,0
977,0
978,0
979,0
980,0
981,2
982,0
983,0
984,0
985,0
986,0
987,3
988,0
989,0
990,1
991,0
992,1
993,0
994,0
995,0
996,2
997,1
998,0
999,1
1000,0
1001,0
1002,2
1003,0
1004,2
1005,0
1006,0
1007,0
1008,0
1009,2
1010,0
1011,0
1012,1
1013,0
1014,0
1015,0
1016,0
1017,3
1018,0
1019,1
1020,0
1021,1
1022,1
1023,2
1024,0
1025,1
1026,3
1027,0
1028,0
1029,1
1030,1
1031,0
1032,0
1033,0
1034,1
1035,0
1036,1
1037,0
1038,0
1039,3
1040,0
1041,0
1042,0
1043,0
1044,0
1045,1
1046,0
1047,1
1048,2
1049,3
1050,0
1051,0
1052,1
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,1
1061,0
1062,0
1063,0
1064,3
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,2
1074,1
1075,0
1076,0
1077,0
1078,1
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,3
1088,2
1089,0
1090,1
1091,4
1092,0
1093,2
1094,1
1095,1
1096,6
1097,0
1098,0
1099,0
1100,0
1101,0
1102,1
1103,2
1104,2
1105,17
1106,0
1107,0
1108,0
1109,0
1110,2
1111,0
1112,0
1113,4
1114,0
1115,0
1116,3
1117,0
1118,1
1119,1
1120,0
1121,0
1122,1
1123,0
1124,0
1125,0
1126,0
1127,2
1128,0
1129,0
1130,1
1131,6
1132,0
1133,1
1134,1
1135,0
1136,0
1137,0
1138,1
1139,0
1140,2
1141,1
1142,0
1143,0
1144,0
1145,0
1146,0
1147,2
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,1
1155,0
1156,0
1157,0
1158,0
1159,1
1160,2
1161,0
1162,2
1163,2
1164,0
1165,2
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,1
1181,2
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,1
1192,1
1193,0
1194,0
1195,1
1196,2
1197,1
1198,0
1199,2
1200,0
1201,0
1202,1
1203,0
1204,2
1205,0
1206,0
1207,0
1208,0
1209,1
1210,0
1211,0
1212,2
1213,3
1214,0
1215,4
1216,0
1217,0
1218,0
1219,0
1220,1
1221,0
1222,4
1223,2
1224,0
1225,4
1226,0
1227,0
1228,0
1229,1
1230,0
1231,0
1232,2
1233,1
1234,0
1235,0
1236,3
1237,1
1238,0
1239,1
1240,1
1241,0
1242,0
1243,2
1244,0
1245,0
1246,1
1247,4
1248,1
1249,0
1250,0
1251,1
1252,0
1253,0
1254,0
1255,0
1256,0
1257,2
1258,2
1259,1
1260,0
1261,1
1262,0
1263,1
1264,0
1265,0
1266,0
1267,1
1268,1
1269,0
1270,1
1271,3
1272,0
1273,4
1274,0
1275,0
1276,0
1277,2
1278,1
1279,0
1280,0
1281,0
1282,1
1283,0
1284,0
1285,0
1286,1
1287,0
1288,0
1289,4
1290,1
1291,0
1292,1
1293,1
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,1
1301,0
1302,0
1303,1
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,1
1311,8
1312,0
1313,0
1314,0
1315,1
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,3
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,1
1340,1
1341,0
1342,1
1343,1
1344,1
1345,0
1346,0
1347,0
1348,1
1349,0
1350,0
1351,1
1352,2
1353,1
1354,0
1355,3
1356,0
1357,1
1358,0
1359,0
1360,0
1361,0
1362,1
1363,0
1364,1
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,1
1374,0
1375,0
1376,0
1377,4
1378,1
1379,0
1380,0
1381,0
1382,0
1383,0
1384,2
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,1
1392,1
1393,2
1394,0
1395,3
1396,0
1397,0
1398,0
1399,1
1400,1
1401,2
1402,0
1403,0
1404,0
1405,0
1406,0
1407,1
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,1
1417,0
1418,1
1419,1
1420,2
1421,0
1422,0
1423,1
1424,1
1425,1
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,1
1434,1
1435,1
1436,1
1437,3
1438,2
1439,1
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,1
1455,1
1456,0
1457,3
1458,2
1459,0
1460,0
1461,1
1462,0
1463,0
1464,0
1465,1
1466,0
1467,0
1468,1
1469,1
1470,3
1471,5
1472,0
1473,1
1474,0
1475,0
1476,0
1477,3
1478,0
1479,1
1480,0
1481,0
1482,6
1483,0
1484,1
1485,0
1486,0
1487,0
1488,2
1489,0
1490,1
1491,2
1492,0
1493,2
1494,0
1495,0
1496,1
1497,1
1498,0
1499,0
1500,13
1501,0
1502,0
1503,1
1504,1
1505,0
1506,1
1507,1
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,2
1520,1
1521,1
1522,0
1523,1
1524,0
1525,1
1526,0
1527,0
1528,0
1529,3
1530,1
1531,1
1532,2
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0
1543,0
1544,0
1545,1
1546,0
1547,0
1548,0
1549,0
1550,1
1551,0
1552,0
1553,0
1554,0
1555,1
1556,1
1557,0
1558,9
1559,0
1560,1
1561,1
1562,0
1563,1
1564,0
1565,1
1566,1
1567,0
1568,0
1569,0
1570,0
1571,6
1572,0
1573,2
1574,2
1575,4
1576,3
1577,1
1578,2
1579,1
1580,1
1581,0
1582,0
1583,4
1584,2
1585,0
1586,2
1587,0
1588,0
1589,0
1590,1
1591,1
1592,0
1593,1
1594,0
1595,1
1596,0
1597,2
1598,1
1599,1
1600,0
1601,0
1602,0
1603,0
1604,0
1605,0
1606,0
1607,3
1608,0
1609,0
1610,0
1611,0
1612,0
1613,1
1614,1
1615,1
1616,6
1617,0
1618,0
1619,0
1620,0
1621,1
1622,0
1623,0
1624,2
1625,0
1626,0
1627,0
1628,2
1629,0
1630,0
1631,1
1632,4
1633,1
1634,0
1635,1
1636,0
1637,0
1638,0
1639,2
1640,1
1641,0
1642,2
1643,0
1644,0
1645,1
1646,0
1647,0
1648,0
1649,0
1650,0
1651,5
1652,3
1653,0
1654,0
1655,1
1656,0
1657,0
1658,1
1659,1
1660,3
1661,0
1662,0
1663,2
1664,0
1665,1
1666,0
1667,1
1668,1
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,2
1677,2
1678,1
1679,0
1680,0
1681,0
1682,1
1683,0
1684,1
1685,0
1686,0
1687,0
1688,0
1689,0
1690,3
1691,1
1692,1
1693,0
1694,0
1695,0
1696,1
1697,0
1698,0
1699,4
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,1
1707,1
1708,1
1709,0
1710,0
1711,2
1712,0
1713,6
1714,0
1715,0
1716,2
1717,1
1718,0
1719,1
1720,0
1721,0
1722,0
1723,3
1724,0
1725,1
1726,2
1727,2
1728,0
1729,1
1730,0
1731,0
1732,0
1733,0
1734,0
1735,0
1736,0
1737,0
1738,0
1739,4
1740,9
1741,1
1742,2
1743,1
1744,0
1745,0
1746,2
1747,0
1748,0
1749,1
1750,1
1751,3
1752,99
1753,2
1754,2
1755,0
1756,0
1757,4
1758,0
1759,1
1760,0
1761,2
1762,0
1763,1
1764,0
1765,2
1766,1
1767,3
1768,0
1769,0
1770,1
1771,0
1772,0
1773,0
1774,2
1775,0
1776,0
1777,0
1778,2
1779,0
1780,0
1781,0
1782,0
1783,1
1784,1
1785,1
1786,0
1787,5
1788,4
1789,1
1790,2
1791,0
1792,0
1793,0
1794,1
1795,0
1796,0
1797,1
1798,0
1799,3
1800,0
1801,0
1802,2
1803,0
1804,0
1805,0
1806,0
1807,1
1808,0
1809,0
1810,2
1811,0
1812,0
1813,0
1814,1
1815,0
1816,0
1817,0
1818,0
1819,0
1820,2
1821,3
1822,1
1823,0
1824,0
1825,2
1826,0
1827,2
1828,0
1829,1
1830,18
1831,1
1832,1
1833,1
1834,0
1835,1
1836,1
1837,0
1838,2
1839,1
1840,0
1841,0
1842,0
1843,0
1844,0
1845,0
1846,0
1847,0
1848,3
1849,0
1850,0
1851,0
1852,0
1853,0
1854,3
1855,1
1856,0
1857,0
1858,0
1859,1
1860,0
1861,1
1862,0
1863,0
1864,0
1865,0
1866,5
1867,1
1868,2
1869,2
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,0
1880,4
1881,1
1882,0
1883,0
1884,0
1885,4
1886,19
1887,0
1888,0
1889,0
1890,1
1891,51
1892,0
1893,0
1894,0
1895,0
1896,1
1897,1
1898,0
1899,0
1900,0
1901,0
1902,0
1903,0
1904,0
1905,1
1906,1
1907,0
1908,0
1909,0
1910,0
1911,0
1912,0
1913,0
1914,0
1915,1
1916,0
1917,0
1918,1
1919,3
1920,0
1921,0
1922,0
1923,0
1924,3
1925,1
1926,0
1927,0
1928,1
1929,0
1930,2
1931,0
1932,11
1933,4
1934,10
1935,2
1936,0
1937,2
1938,0
1939,1
1940,0
1941,0
1942,3
1943,0
1944,0
1945,2
1946,0
1947,1
1948,0
1949,0
1950,0
1951,2
1952,1
1953,0
1954,9
1955,1
1956,1
1957,2
1958,1
1959,1
1960,1
1961,1
1962,1
1963,17
1964,2
1965,0
1966,0
1967,1
1968,2
1969,1
1970,1
1971,0
1972,0
1973,14
1974,0
1975,0
1976,1
1977,0
1978,0
1979,1
1980,1
1981,0
1982,5
1983,7
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,1
1996,0
1997,0
1998,2
1999,2
2000,0
2001,12
2002,0
2003,0
2004,0
2005,0
2006,1
2007,0
2008,15
2009,0
2010,0
2011,0
2012,0
2013,0
2014,0
2015,0
2016,1
2017,1
2018,0
2019,0
2020,0
2021,1
2022,0
2023,0
2024,0
2025,0
2026,1
2027,0
2028,1
2029,0
2030,0
2031,0
2032,1
2033,0
2034,0
2035,0
2036,1
2037,0
2038,0
2039,3
2040,0
2041,0
2042,0
2043,0
2044,2
2045,1
2046,1
2047,0
2048,3
2049,1
2050,0
2051,1
2052,0
2053,0
2054,0
2055,0
2056,0
2057,3
2058,1
2059,0
2060,0
2061,0
2062,0
2063,1
2064,0
2065,0
2066,3
2067,0
2068,2
2069,3
2070,0
2071,1
2072,0
2073,4
2074,0
2075,2
2076,3
2077,1
2078,0
2079,0
2080,1
2081,0
2082,0
2083,0
2084,0
2085,0
2086,0
2087,1
2088,0
2089,0
2090,0
2091,1
2092,7
2093,0
2094,0
2095,0
2096,0
2097,3
2098,1
2099,8
2100,0
2101,0
2102,0
2103,0
2104,0
2105,0
2106,1
2107,0
2108,0
2109,2
2110,2
2111,3
2112,0
2113,2
2114,0
2115,0
2116,1
2117,1
2118,0
2119,0
2120,1
2121,3
2122,0
2123,0
2124,0
2125,2
2126,0
2127,3
2128,0
2129,0
2130,0
2131,0
2132,0
2133,0
2134,1
2135,0
2136,0
2137,0
2138,0
2139,0
2140,0
2141,1
2142,2
2143,0
2144,2
2145,0
2146,0
2147,8
2148,0
2149,0
2150,1
2151,0
2152,0
2153,1
2154,1
2155,0
2156,0
2157,0
2158,1
2159,0
2160,1
2161,0
2162,0
2163,2
2164,0
2165,6
2166,0
2167,1
2168,2
2169,1
2170,119
2171,0
2172,22
2173,1
2174,1
2175,1
2176,0
2177,3
2178,0
2179,2
2180,1
2181,4
2182,1
2183,0
2184,4
2185,1
2186,0
2187,1
2188,0
2189,0
2190,0
2191,1
2192,10
2193,12
2194,0
2195,0
2196,0
2197,0
2198,3
2199,0
2200,1
2201,42
2202,0
2203,1
2204,0
2205,1
2206,12
2207,1
2208,2
2209,1
2210,1
2211,0
2212,3
2213,11
2214,1
2215,0
2216,2
2217,0
2218,1
2219,4
2220,0
2221,22
2222,2
2223,0
2224,2
2225,0
2226,0
2227,2
2228,0
2229,0
2230,14
2231,1
2232,2
2233,1
2234,4
2235,0
2236,1
2237,0
2238,0
2239,0
2240,3
2241,0
2242,0
2243,0
2244,1
2245,0
2246,1
2247,0
2248,3
2249,0
2250,1
2251,0
2252,0
2253,0
2254,3
2255,0
2256,1
2257,0
2258,0
2259,1
2260,4
2261,0
2262,0
2263,1
2264,0
2265,0
2266,1
2267,0
2268,2
2269,0
2270,0
2271,5
2272,1
2273,1
2274,2
2275,2
2276,3
2277,0
2278,2
2279,2
2280,0
2281,4
2282,5
2283,0
2284,1
2285,0
2286,0
2287,0
2288,1
2289,4
2290,0
2291,3
2292,0
2293,0
2294,2
2295,1
2296,0
2297,0
2298,2
2299,0
2300,0
2301,0
2302,0
2303,3
2304,1
2305,1
2306,0
2307,0
2308,0
2309,0
2310,0
2311,0
2312,1
2313,0
2314,1
2315,0
2316,0
2317,0
2318,0
2319,1
2320,4
2321,1
2322,0
2323,0
2324,0
2325,0
2326,1
2327,0
2328,0
2329,1
2330,0
2331,0
2332,1
2333,0
2334,1
2335,0
2336,6
2337,0
2338,0
2339,1
2340,0
2341,0
2342,0
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,0
2350,4
2351,5
2352,4
2353,1
2354,0
2355,0
2356,0
2357,0
2358,0
2359,1
2360,4
2361,1
2362,0
2363,0
2364,0
2365,0
2366,0
2367,0
2368,0
2369,0
2370,0
2371,1
2372,0
2373,0
2374,3
2375,1
2376,0
2377,0
2378,0
2379,0
2380,2
2381,0
2382,0
2383,0
2384,0
2385,1
2386,5
2387,2
2388,1
2389,0
2390,0
2391,0
2392,0
2393,0
2394,1
2395,2
2396,1
2397,1
2398,0
2399,0
2400,0
2401,5
2402,1
2403,1
2404,0
2405,0
2406,2
2407,0
2408,1
2409,0
2410,1
2411,0
2412,0
2413,0
2414,0
2415,0
2416,0
2417,0
2418,5
2419,0
2420,0
2421,0
2422,0
2423,4
2424,1
2425,0
2426,0
2427,1
2428,1
2429,20
2430,18
2431,7
2432,0
2433,0
2434,3
2435,0
2436,1
2437,2
2438,0
2439,0
2440,3
2441,1
2442,0
2443,0
2444,0
2445,0
2446,0
2447,2
2448,0
2449,0
2450,1
2451,0
2452,0
2453,0
2454,0
2455,1
2456,0
2457,0
2458,2
2459,0
2460,0
2461,0
2462,0
2463,0
2464,0
2465,0
2466,2
2467,0
2468,1
2469,0
2470,4
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,1
2478,0
2479,0
2480,1
2481,2
2482,1
2483,0
2484,0
2485,1
2486,1
2487,0
2488,1
2489,0
2490,0
2491,0
2492,0
2493,0
2494,1
2495,2
2496,0
2497,2
2498,5
2499,2
2500,2
2501,0
2502,3
2503,1
2504,2
2505,10
2506,0
2507,0
2508,1
2509,2
2510,3
2511,0
2512,0
2513,2
2514,0
2515,2
2516,0
2517,0
2518,1
2519,0
2520,1
2521,0
2522,3
2523,0
2524,0
2525,0
2526,0
2527,0
2528,0
2529,0
2530,0
2531,1
2532,0
2533,1
2534,1
2535,0
2536,2
2537,0
2538,0
2539,0
2540,0
2541,1
2542,0
2543,1
2544,1
2545,0
2546,0
2547,0
2548,2
2549,1
2550,2
2551,27
2552,1
2553,9
2554,11
2555,3
2556,1
2557,3
2558,0
2559,0
2560,0
2561,0
2562,0
2563,1
2564,5
2565,2
2566,1
2567,2
2568,0
2569,0
2570,0
2571,0
2572,1
2573,1
2574,5
2575,0
2576,2
2577,0
2578,2
2579,3
2580,2
2581,0
2582,1
2583,0
2584,2
2585,1
2586,1
2587,1
2588,2
2589,2
2590,0
2591,3
2592,2
2593,2
2594,0
2595,4
2596,0
2597,0
2598,2
2599,1
2600,0
2601,0
2602,1
2603,0
2604,0
2605,0
2606,0
2607,0
2608,0
2609,3
2610,1
2611,1
2612,0
2613,0
2614,1
2615,1
2616,3
2617,1
2618,2
2619,0
2620,0
2621,7
2622,0
2623,3
2624,0
2625,2
2626,3
2627,2
2628,0
2629,0
2630,0
2631,7
2632,1
2633,0
2634,0
2635,0
2636,1
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,0
2648,1
2649,2
2650,0
2651,2
2652,2
2653,2
2654,2
2655,0
2656,2
2657,0
2658,0
2659,9
2660,3
2661,2
2662,0
2663,1
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,0
2671,0
2672,0
2673,0
2674,0
2675,0
2676,0
2677,0
2678,0
2679,0
2680,0
2681,0
2682,0
2683,0
2684,0
2685,0
2686,2
2687,0
2688,3
2689,0
2690,0
2691,0
2692,0
2693,1
2694,0
2695,1
2696,2
2697,0
2698,0
2699,0
2700,5
2701,0
2702,45
2703,2
2704,0
2705,0
2706,0
2707,15
2708,4
2709,0
2710,0
2711,18
2712,0
2713,1
2714,3
2715,1
2716,1
2717,1
2718,0
2719,0
2720,2
2721,4
2722,0
2723,0
2724,0
2725,1
2726,0
2727,0
2728,0
2729,0
2730,0
2731,0
2732,4
2733,0
2734,0
2735,1
2736,0
2737,6
2738,2
2739,0
2740,1
2741,0
2742,1
2743,0
2744,0
2745,0
2746,0
2747,0
2748,0
2749,0
2750,2
2751,2
2752,0
2753,1
2754,2
2755,0
2756,0
2757,0
2758,1
2759,1
2760,0
2761,0
2762,0
2763,0
2764,1
2765,0
2766,2
2767,0
2768,0
2769,2
2770,6
2771,0
2772,0
2773,0
2774,0
2775,0
2776,0
2777,0
2778,0
2779,7
2780,1
2781,0
2782,1
2783,1
2784,0
2785,2
2786,0
2787,0
2788,0
2789,4
2790,1
2791,1
2792,0
2793,0
2794,9
2795,0
2796,88
2797,2
2798,0
2799,0
2800,0
2801,0
2802,0
2803,1
2804,0
2805,0
2806,1
2807,3
2808,0
2809,0
2810,0
2811,2
2812,10
2813,0
2814,8
2815,3
2816,0
2817,4
2818,3
2819,1
2820,1
2821,2
2822,0
2823,0
2824,0
2825,1
2826,1
2827,0
2828,5
2829,1
2830,4
2831,0
2832,1
2833,1
2834,1
2835,0
2836,0
2837,3
2838,3
2839,0
2840,1
2841,8
2842,5
2843,9
2844,0
2845,1
2846,0
2847,0
2848,2
2849,1
2850,2
2851,0
2852,1
2853,0
2854,0
2855,0
2856,0
2857,1
2858,1
2859,0
2860,0
2861,2
2862,0
2863,2
2864,0
2865,1
2866,0
2867,2
2868,0
2869,0
2870,1
2871,0
2872,0
2873,0
2874,0
2875,2
2876,0
2877,0
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0
2888,0
2889,0
2890,0
2891,1
2892,1
2893,0
2894,1
2895,4
2896,0
2897,1
2898,0
2899,0
2900,0
2901,1
2902,0
2903,0
2904,1
2905,22
2906,2
2907,0
2908,0
2909,0
2910,0
2911,0
2912,0
2913,0
2914,1
2915,1
2916,4
2917,0
2918,0
2919,0
2920,0
2921,0
2922,0
2923,0
2924,0
2925,1
2926,0
2927,0
2928,0
2929,0
2930,2
2931,2
2932,2
2933,1
2934,0
2935,0
2936,2
2937,1
2938,0
2939,1
2940,0
2941,0
2942,0
2943,0
2944,1
2945,3
2946,11
2947,0
2948,1
2949,0
2950,0
2951,1
2952,0
2953,0
2954,1
2955,0
2956,0
2957,0
2958,0
2959,1
2960,0
2961,3
2962,0
2963,0
2964,1
2965,0
2966,0
2967,0
2968,3
2969,0
2970,0
2971,0
2972,0
2973,2
2974,0
2975,0
2976,0
2977,0
2978,0
2979,0
2980,0
2981,0
2982,0
2983,3
2984,0
2985,0
2986,0
2987,0
2988,0
2989,0
2990,0
2991,0
2992,1
2993,0
2994,0
2995,1
