user,friends
1286,24
1287,27
1288,0
1289,61
1290,100
1291,29
1292,56
1293,41
1294,17
1295,19
1296,6
1297,41
1298,6
1299,77
1300,86
1301,23
1302,71
1303,11
1304,77
1305,66
1306,28
1307,47
1308,19
1309,48
1310,42
1311,64
1312,40
1313,5
1314,7
1315,43
1316,68
1317,61
1318,6
1319,14
1320,27
1321,33
1322,15
1323,31
1324,28
1325,99
1326,56
1327,37
1328,56
1329,45
1330,40
1331,55
1332,114
1333,69
1334,0
1335,64
1336,19
1337,22
1338,10
1339,82
1340,58
1341,29
1342,17
1343,41
1344,40
1345,31
1346,13
1347,33
1348,51
1349,8
1350,12
1351,48
1352,75
1353,58
1354,22
1355,42
1356,60
1357,120
1358,37
1359,12
1360,63
1361,29
1362,36
1363,31
1364,30
1365,80
1366,60
1367,52
1368,37
1369,40
1370,33
1371,105
1372,76
1373,151
1374,46
1375,81
1376,45
1377,15
1378,76
1379,27
1380,0
1381,46
1382,42
1383,58
1384,43
1385,39
1386,14
1387,3
1388,26
1389,36
1390,27
1391,64
1392,135
1393,60
1394,23
1395,376
1396,168
1397,33
1398,25
1399,99
1400,42
1401,34
1402,14
1403,55
1404,110
1405,32
1406,41
1407,29
1408,47
1409,56
1410,95
1411,34
1412,65
1413,37
1414,43
1415,71
1416,44
1417,31
1418,41
1419,49
1420,60
1421,52
1422,113
1423,59
1424,171
1425,80
1426,5
1427,34
1428,23
1429,1
1430,26
1431,14
1432,14
1433,45
1434,16
1435,142
1436,117
1437,24
1438,72
1439,109
1440,109
1441,188
1442,2
1443,28
1444,0
1445,0
1446,21
1447,33
1448,42
1449,56
1450,27
1451,30
1452,61
1453,37
1454,7
1455,37
1456,15
1457,40
1458,142
1459,53
1460,33
1461,15
1462,13
1463,48
1464,109
1465,11
1466,24
1467,33
1468,35
1469,15
1470,66
1471,59
1472,26
1473,38
1474,8
1475,19
1476,17
1477,80
1478,81
1479,57
1480,206
1481,29
1482,714
1483,168
1484,57
1485,97
1486,13
1487,36
1488,18
1489,25
1490,23
1491,151
1492,34
1493,41
1494,20
1495,26
1496,62
1497,99
1498,41
1499,19
1500,31
1501,25
1502,87
1503,81
1504,31
1505,34
1506,31
1507,37
1508,22
1509,20
1510,26
1511,38
1512,35
1513,32
1514,15
1515,24
1516,52
1517,12
1518,35
1519,65
1520,13
1521,48
1522,14
1523,57
1524,90
1525,36
1526,41
1527,56
1528,52
1529,96
1530,59
1531,35
1532,90
1533,9
1534,41
1535,102
1536,46
1537,21
1538,68
1539,18
1540,16
1541,49
1542,74
1543,121
1544,21
1545,38
1546,47
1547,46
1548,23
1549,43
1550,29
1551,51
1552,21
1553,34
1554,64
1555,101
1556,138
1557,7
1558,21
1559,14
1560,14
1561,21
1562,10
1563,85
1564,15
1565,105
1566,33
1567,62
1568,36
1569,62
1570,30
1571,100
1572,5
1573,14
1574,122
1575,18
1576,65
1577,32
1578,21
1579,18
1580,63
1581,21
1582,25
1583,40
1584,73
1585,22
1586,6
1587,13
1588,29
1589,6
1590,66
1591,16
1592,41
1593,68
1594,178
1595,28
1596,15
1597,34
1598,40
1599,29
1600,43
1601,107
1602,45
1603,13
1604,4
1605,142
1606,18
1607,52
1608,20
1609,0
1610,101
1611,57
1612,36
1613,83
1614,40
1615,15
1616,109
1617,59
1618,127
1619,40
1620,22
1621,103
1622,36
1623,2
1624,59
1625,73
1626,38
1627,24
1628,73
1629,144
1630,33
1631,31
1632,70
1633,15
1634,16
1635,36
1636,82
1637,17
1638,15
1639,96
1640,26
1641,46
1642,22
1643,11
1644,55
1645,15
1646,116
1647,5
1648,20
1649,146
1650,22
1651,63
1652,55
1653,22
1654,43
1655,56
1656,23
1657,40
1658,24
1659,20
1660,78
1661,67
1662,10
1663,22
1664,169
1665,44
1666,41
1667,22
1668,35
1669,30
1670,50
1671,57
1672,131
1673,36
1674,33
1675,20
1676,88
1677,34
1678,60
1679,47
1680,57
1681,28
1682,29
1683,34
1684,77
1685,19
1686,26
1687,15
1688,5
1689,31
1690,38
1691,39
1692,52
1693,18
1694,18
1695,17
1696,52
1697,28
1698,104
1699,131
1700,34
1701,28
1702,6
1703,0
1704,60
1705,28
1706,93
1707,36
1708,62
1709,79
1710,30
1711,85
1712,49
1713,83
1714,17
1715,41
1716,24
1717,56
1718,70
1719,26
1720,41
1721,55
1722,56
1723,45
1724,21
1725,28
1726,30
1727,44
1728,6
1729,39
1730,7
1731,35
1732,99
1733,58
1734,45
1735,7
1736,95
1737,37
1738,30
1739,60
1740,135
1741,23
1742,50
1743,14
1744,19
1745,78
1746,20
1747,10
1748,11
1749,60
1750,33
1751,16
1752,483
1753,21
1754,23
1755,7
1756,19
1757,227
1758,133
1759,45
1760,48
1761,51
1762,29
1763,34
1764,25
1765,120
1766,26
1767,28
1768,38
1769,37
1770,17
1771,65
1772,98
1773,51
1774,12
1775,130
1776,40
1777,41
1778,33
1779,28
1780,14
1781,42
1782,29
1783,60
1784,69
1785,73
1786,6
1787,12
1788,42
1789,53
1790,25
1791,29
1792,70
1793,56
1794,85
1795,33
1796,91
1797,10
1798,74
1799,71
1800,13
1801,20
1802,18
1803,25
1804,28
1805,13
1806,78
1807,7
1808,65
1809,12
1810,262
1811,46
1812,13
1813,23
1814,9
1815,75
1816,23
1817,55
1818,48
1819,43
1820,26
1821,148
1822,10
1823,31
1824,6
1825,22
1826,80
1827,29
1828,26
1829,48
1830,1757
1831,27
1832,30
1833,18
1834,38
1835,119
1836,38
1837,37
1838,179
1839,77
1840,90
1841,94
1842,27
1843,87
1844,22
1845,71
1846,61
1847,28
1848,161
1849,21
1850,16
1851,34
1852,139
1853,46
1854,145
1855,101
1856,26
1857,31
1858,37
1859,39
1860,100
1861,41
1862,62
1863,13
1864,18
1865,34
1866,128
1867,64
1868,29
1869,26
1870,56
1871,19
1872,3
1873,17
1874,50
1875,27
1876,4
1877,33
1878,41
1879,24
1880,49
1881,35
1882,30
1883,8
1884,5
1885,13
1886,286
1887,191
1888,560
1889,1
1890,7
1891,7564
1892,21
1893,30
1894,32
1895,25
1896,67
1897,127
1898,39
1899,14
1900,41
1901,22
1902,47
1903,17
1904,69
1905,43
1906,41
1907,28
1908,82
1909,51
1910,26
1911,19
1912,16
1913,57
1914,60
1915,129
1916,132
1917,39
1918,71
1919,160
1920,77
1921,38
1922,39
1923,10
1924,33
1925,11
1926,79
1927,9
1928,63
1929,61
1930,116
1931,19
1932,18
1933,46
1934,92
1935,61
1936,207
1937,152
1938,51
1939,62
1940,10
1941,44
1942,48
1943,99
1944,25
1945,81
1946,38
1947,26
1948,15
1949,40
1950,28
1951,55
1952,38
1953,48
1954,33
1955,15
1956,22
1957,11
1958,24
1959,30
1960,5
1961,62
1962,31
1963,81
1964,49
1965,54
1966,24
1967,29
1968,33
1969,118
1970,25
1971,41
1972,23
1973,93
1974,24
1975,64
1976,42
1977,78
1978,48
1979,75
1980,27
1981,28
1982,42
1983,15
1984,68
1985,52
1986,28
1987,11
1988,16
1989,0
1990,77
1991,0
1992,0
1993,3
1994,39
1995,47
1996,4
1997,27
1998,43
1999,83
2000,16
2001,25
2002,34
2003,25
2004,50
2005,27
2006,74
2007,92
2008,152
2009,14
2010,119
2011,43
2012,4
2013,66
2014,33
2015,42
2016,77
2017,21
2018,27
2019,33
2020,9
2021,2
2022,25
2023,45
2024,23
2025,21
2026,30
2027,28
2028,25
2029,23
2030,32
2031,17
2032,27
2033,78
2034,96
2035,19
2036,59
2037,23
2038,10
2039,58
2040,56
2041,27
2042,114
2043,68
2044,35
2045,69
2046,31
2047,105
2048,29
2049,41
2050,6
2051,38
2052,26
2053,26
2054,30
2055,16
2056,26
2057,36
2058,27
2059,31
2060,1
2061,34
2062,26
2063,32
2064,23
2065,15
2066,18
2067,34
2068,153
2069,61
2070,16
2071,3
2072,32
2073,31
2074,50
2075,80
2076,169
2077,44
2078,65
2079,127
2080,4
2081,94
2082,43
2083,18
2084,18
2085,21
2086,29
2087,22
2088,20
2089,39
2090,8
2091,17
2092,38
2093,1
2094,22
2095,81
2096,55
2097,58
2098,76
2099,201
2100,9
2101,40
2102,8
2103,121
2104,44
2105,29
2106,162
2107,78
2108,61
2109,47
2110,25
2111,109
2112,26
2113,53
2114,86
2115,5
2116,60
2117,112
2118,43
2119,62
2120,109
2121,9
2122,44
2123,74
2124,55
2125,56
2126,49
2127,50
2128,11
2129,3
2130,20
2131,1
2132,10
2133,60
2134,132
2135,60
2136,112
2137,36
2138,34
2139,11
2140,72
2141,57
2142,83
2143,165
2144,43
2145,45
2146,4
2147,110
2148,24
2149,11
2150,43
2151,61
2152,6
2153,51
2154,60
2155,23
2156,38
2157,57
2158,44
2159,53
2160,18
2161,29
2162,13
2163,9
2164,58
2165,92
2166,62
2167,15
2168,15
2169,37
2170,807
2171,46
2172,161
2173,33
2174,44
2175,22
2176,61
2177,133
2178,24
2179,32
2180,70
2181,37
2182,43
2183,2
2184,80
2185,58
2186,39
2187,175
2188,51
2189,34
2190,7
2191,4
2192,247
2193,141
2194,35
2195,18
2196,16
2197,21
2198,7
2199,19
2200,16
2201,73
2202,21
2203,58
2204,45
2205,110
2206,53
2207,109
2208,53
2209,39
2210,39
2211,4
2212,7
2213,103
2214,31
2215,25
2216,71
2217,43
2218,115
2219,112
2220,126
2221,516
2222,20
2223,15
2224,12
2225,39
2226,39
2227,21
2228,29
2229,11
2230,904
2231,48
2232,43
2233,49
2234,63
2235,24
2236,31
2237,10
2238,38
2239,31
2240,49
2241,12
2242,34
2243,2
2244,27
2245,15
2246,5
2247,0
2248,40
2249,71
2250,21
2251,50
2252,11
2253,55
2254,90
2255,25
2256,29
2257,26
2258,59
2259,38
2260,14
2261,58
2262,11
2263,34
2264,29
2265,8
2266,20
2267,37
2268,20
2269,34
2270,20
2271,344
2272,11
2273,31
2274,35
2275,52
2276,30
2277,16
2278,141
2279,162
2280,19
2281,31
2282,123
2283,32
2284,20
2285,30
2286,60
2287,18
2288,80
2289,13
2290,10
2291,39
2292,167
2293,8
2294,98
2295,99
2296,96
2297,10
2298,56
2299,18
2300,35
2301,37
2302,40
2303,89
2304,60
2305,179
2306,19
2307,17
2308,352
2309,35
2310,27
2311,34
2312,54
2313,36
2314,43
2315,25
2316,11
2317,112
2318,53
2319,40
2320,94
2321,23
2322,67
2323,133
2324,14
2325,14
2326,51
2327,26
2328,25
2329,8
2330,112
2331,9
2332,64
2333,14
2334,27
2335,22
2336,121
2337,37
2338,48
2339,28
2340,29
2341,9
2342,21
2343,17
2344,42
2345,22
2346,74
2347,23
2348,64
2349,30
2350,67
2351,45
2352,183
2353,41
2354,25
2355,55
2356,87
2357,44
2358,20
2359,67
2360,48
2361,55
2362,51
2363,66
2364,26
2365,2
2366,3
2367,63
2368,1
2369,35
2370,13
2371,31
2372,2
2373,72
2374,39
2375,15
2376,40
2377,10
2378,10
2379,28
2380,52
2381,22
2382,43
2383,32
2384,15
2385,47
2386,100
2387,36
2388,13
2389,11
2390,99
2391,16
2392,34
2393,34
2394,54
2395,33
2396,104
2397,131
2398,34
2399,72
2400,48
2401,103
2402,3
2403,73
2404,64
2405,11
2406,29
2407,129
2408,31
2409,84
2410,27
2411,13
2412,42
2413,30
2414,54
2415,34
2416,31
2417,54
2418,31
2419,181
2420,18
2421,5
2422,30
2423,67
2424,39
2425,66
2426,41
2427,96
2428,22
2429,47
2430,177
2431,618
2432,48
2433,7
2434,160
2435,58
2436,45
2437,44
2438,36
2439,43
2440,15
2441,25
2442,19
2443,35
2444,84
2445,53
2446,48
2447,46
2448,13
2449,14
2450,87
2451,33
2452,40
2453,30
2454,116
2455,112
2456,46
2457,14
2458,109
2459,52
2460,18
2461,13
2462,54
2463,43
2464,34
2465,28
2466,44
2467,16
2468,68
2469,112
2470,22
2471,112
2472,19
2473,30
2474,39
2475,16
2476,50
2477,113
2478,27
2479,7
2480,40
2481,13
2482,59
2483,79
2484,110
2485,91
2486,63
2487,28
2488,9
2489,11
2490,140
2491,34
2492,18
2493,36
2494,74
2495,102
2496,87
2497,31
2498,54
2499,18
2500,51
2501,1
2502,70
2503,98
2504,353
2505,51
2506,39
2507,37
2508,9
2509,33
2510,23
2511,7
2512,24
2513,17
2514,11
2515,26
2516,14
2517,8
2518,24
2519,27
2520,69
2521,142
2522,243
2523,20
2524,43
2525,22
2526,50
2527,22
2528,17
2529,10
2530,48
2531,68
2532,13
2533,43
2534,28
2535,45
2536,114
2537,50
2538,19
2539,13
2540,5
2541,39
2542,27
2543,6
2544,75
2545,10
2546,10
2547,21
2548,16
2549,13
2550,11
2551,82
2552,37
2553,18
2554,36
2555,103
2556,47
2557,141
2558,24
2559,30
2560,32
2561,16
2562,45
2563,36
2564,40
2565,22
2566,40
2567,68
2568,26
2569,24
2570,16
2571,5
2572,16
2573,13
2574,78
2575,22
2576,21
2577,18
2578,15
2579,57
2580,33
2581,6
2582,30
2583,13
2584,144
2585,43
2586,21
2587,94
2588,31
2589,68
2590,19
2591,47
2592,20
2593,18
2594,25
2595,28
2596,11
2597,18
2598,93
2599,51
2600,40
2601,41
2602,1
2603,188
2604,31
2605,67
2606,7
2607,0
2608,134
2609,78
2610,90
2611,70
2612,14
2613,26
2614,110
2615,5
2616,11
2617,47
2618,28
2619,39
2620,67
2621,43
2622,30
2623,29
2624,33
2625,152
2626,35
2627,9
2628,19
2629,10
2630,31
2631,31
2632,31
2633,37
2634,24
2635,8
2636,46
2637,48
2638,44
2639,12
2640,36
2641,22
2642,23
2643,27
2644,4
2645,1
2646,143
2647,37
2648,18
2649,49
2650,5
2651,53
2652,21
2653,61
2654,46
2655,8
2656,32
2657,20
2658,3
2659,81
2660,35
2661,25
2662,28
2663,29
2664,19
2665,47
2666,10
2667,32
2668,20
2669,18
2670,9
2671,92
2672,42
2673,33
2674,29
2675,33
2676,27
2677,83
2678,62
2679,58
2680,30
2681,70
2682,16
2683,30
2684,18
2685,15
2686,30
2687,25
2688,59
2689,12
2690,10
2691,56
2692,19
2693,52
2694,28
2695,24
2696,52
2697,7
2698,5
2699,27
2700,34
2701,11
2702,79
2703,67
2704,20
2705,36
2706,7
2707,30
2708,20
2709,21
2710,4
2711,117
2712,4
2713,55
2714,27
2715,24
2716,43
2717,37
2718,37
2719,12
2720,47
2721,95
2722,12
2723,34
2724,13
2725,22
2726,25
2727,11
2728,30
2729,119
2730,87
2731,31
2732,108
2733,55
2734,20
2735,122
2736,49
2737,13
2738,14
2739,37
2740,4
2741,55
2742,11
2743,94
2744,40
2745,12
2746,33
2747,42
2748,46
2749,40
2750,111
2751,15
2752,35
2753,62
2754,122
2755,5
2756,43
2757,13
2758,50
2759,45
2760,43
2761,17
2762,28
2763,16
2764,22
2765,21
2766,64
2767,47
2768,65
2769,41
2770,55
2771,15
2772,29
2773,14
2774,21
2775,79
2776,9
2777,26
2778,19
2779,77
2780,20
2781,33
2782,85
2783,32
2784,25
2785,52
2786,33
2787,67
2788,25
2789,10
2790,23
2791,85
2792,0
2793,13
2794,54
2795,3
2796,990
2797,35
2798,6
2799,1
2800,76
2801,13
2802,30
2803,5
2804,39
2805,40
2806,32
2807,9
2808,45
2809,5
2810,16
2811,41
2812,54
2813,21
2814,111
2815,14
2816,51
2817,168
2818,112
2819,62
2820,111
2821,24
2822,56
2823,10
2824,26
2825,37
2826,121
2827,8
2828,48
2829,112
2830,23
2831,22
2832,5
2833,37
2834,7
2835,5
2836,7
2837,12
2838,23
2839,9
2840,9
2841,49
2842,33
2843,331
2844,10
2845,13
2846,12
2847,42
2848,8
2849,24
2850,135
2851,18
2852,21
2853,18
2854,1
2855,32
2856,42
2857,60
2858,71
2859,33
2860,20
2861,17
2862,64
2863,144
2864,114
2865,25
2866,51
2867,121
2868,0
2869,94
2870,14
2871,54
2872,51
2873,24
2874,52
2875,43
2876,80
2877,72
2878,23
2879,67
2880,18
2881,31
2882,6
2883,58
2884,30
2885,88
2886,45
2887,59
2888,1
2889,27
2890,27
2891,59
2892,40
2893,42
2894,7
2895,118
2896,31
2897,89
2898,27
2899,80
2900,32
2901,74
2902,56
2903,12
2904,10
2905,61
2906,71
2907,109
2908,0
2909,16
2910,41
2911,53
2912,9
2913,92
2914,137
2915,44
2916,54
2917,85
2918,38
2919,58
2920,18
2921,166
2922,40
2923,68
2924,10
2925,97
2926,12
2927,24
2928,87
2929,27
2930,172
2931,88
2932,14
2933,121
2934,32
2935,54
2936,18
2937,42
2938,39
2939,42
2940,22
2941,42
2942,24
2943,29
2944,36
2945,33
2946,39
2947,44
2948,57
2949,41
2950,20
2951,28
2952,12
2953,29
2954,22
2955,21
2956,31
2957,18
2958,25
2959,83
2960,22
2961,40
2962,23
2963,17
2964,65
2965,38
2966,16
2967,7
2968,16
2969,36
2970,53
2971,36
2972,47
2973,144
2974,56
2975,44
2976,30
2977,15
2978,121
2979,13
2980,33
2981,87
2982,16
2983,54
2984,5
2985,11
2986,19
2987,12
2988,41
2989,63
2990,30
2991,27
2992,27
2993,57
2994,33
2995,70
2996,27
2997,29
